Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,FET Type,Technology,Drain to Source Voltage (Vdss),Current - Continuous Drain (Id) @ 25°C,"Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs",Vgs(th) (Max) @ Id,Gate Charge (Qg) (Max) @ Vgs,Vgs (Max),Input Capacitance (Ciss) (Max) @ Vds,FET Feature,Power Dissipation (Max),Operating Temperature,Grade,Qualification,Mounting Type,Supplier Device Package,Package /Case
https://rocelec.widen.net/view/pdf/pytjdp0wde/ONSM-S-A0003587639-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/488%7EMKT-MA03B%7E%7E3.jpg,"FDV305NTR-ND,FDV305NCT-ND,FDV305NDKR-ND",FDV305N,onsemi,onsemi,MOSFET N-CH 20V 900MA SOT23,"34,525",37.66,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",PowerTrench®,Active,N-Channel,MOSFET (Metal Oxide),20 V,900mA (Ta),"2.5V, 4.5V","220mOhm @ 900mA, 4.5V",1.5V @ 250µA,1.5 nC @ 4.5 V,±12V,109 pF @ 10 V,-,350mW (Ta),-55°C ~ 155°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/ZXMN3A14F.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"ZXMN3A14FTR-ND,ZXMN3A14FCT-ND,ZXMN3A14FDKR-ND",ZXMN3A14FTA,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 30V 3.2A SOT23-3,"9,006",37.66,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,3.2A (Ta),"4.5V, 10V","65mOhm @ 3.2A, 10V",2.2V @ 250µA,8.6 nC @ 10 V,±20V,448 pF @ 15 V,-,1W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/PMV65XP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-3124-2-ND,1727-3124-1-ND,1727-3124-6-ND","PMV65XP,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET P-CH 20V 2.8A TO236AB,"2,00,864",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,2.8A (Ta),"1.8V, 4.5V","74mOhm @ 2.8A, 4.5V",900mV @ 250µA,7.7 nC @ 4.5 V,±12V,744 pF @ 20 V,-,480mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2423/BSS83P%20H6327.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6191/448%7EPPG-SOT23%7E%7E3.jpg,"BSS83PH6327XTSA1TR-ND,BSS83PH6327XTSA1CT-ND,BSS83PH6327XTSA1DKR-ND",BSS83PH6327XTSA1,Infineon Technologies,Infineon Technologies,MOSFET P-CH 60V 330MA SOT23-3,"1,68,727",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SIPMOS®,Active,P-Channel,MOSFET (Metal Oxide),60 V,330mA (Ta),"4.5V, 10V","2Ohm @ 330mA, 10V",2V @ 80µA,3.57 nC @ 10 V,±20V,78 pF @ 25 V,-,360mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,PG-SOT23,"TO-236-3, SC-59, SOT-23-3"
https://www.rohm.com/datasheet?p=RV3C002UN&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2155/846%3B-VML0604%3B-%3B-3.jpg,"RV3C002UNT2CLTR-ND,RV3C002UNT2CLCT-ND,RV3C002UNT2CLDKR-ND",RV3C002UNT2CL,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 20V 150MA VML0604,"1,45,330",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,150mA (Ta),"1.5V, 4.5V","2Ohm @ 150mA, 4.5V",1V @ 100µA,-,±10V,12 pF @ 10 V,-,100mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,VML0604,3-XFDFN
https://www.infineon.com/dgdl/irlml9301pbf.pdf?fileId=5546d462533600a401535668e5e42640,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/417_SOT-23-3.jpg,"IRLML9301TRPBFTR-ND,IRLML9301TRPBFCT-ND,IRLML9301TRPBFDKR-ND",IRLML9301TRPBF,Infineon Technologies,Infineon Technologies,MOSFET P-CH 30V 3.6A SOT23,"60,997",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,P-Channel,MOSFET (Metal Oxide),30 V,3.6A (Ta),"4.5V, 10V","64mOhm @ 3.6A, 10V",2.4V @ 10µA,4.8 nC @ 4.5 V,±20V,388 pF @ 25 V,-,1.3W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,Micro3™/SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.mccsemi.com/pdf/Products/SI2301(SOT-23).pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6152/353%7ESOT23-3%7E%7E3.jpg,"SI2301-TPMSTR-ND,SI2301-TPMSCT-ND,SI2301-TPMSDKR-ND",SI2301-TP,MCC (Micro Commercial Components),MCC (Micro Commercial Components),MOSFET P-CH 20V 2.8A SOT-23,"43,144",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,2.8A (Ta),"2.5V, 4.5V","120mOhm @ 2.8A, 4.5V",1V @ 250µA,14.5 nC @ 4.5 V,±8V,880 pF @ 6 V,-,1.25W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.vishay.com/docs/63399/si1308edl.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/742%7E5549%7EDL%7E3.jpg,"SI1308EDL-T1-GE3TR-ND,SI1308EDL-T1-GE3CT-ND,SI1308EDL-T1-GE3DKR-ND",SI1308EDL-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 30V 1.4A SOT323,"38,307",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),30 V,1.4A (Tc),"2.5V, 10V","132mOhm @ 1.4A, 10V",1.5V @ 250µA,4.1 nC @ 10 V,±12V,105 pF @ 15 V,-,"400mW (Ta), 500mW (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,SC-70-3,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/DMP6023LFG.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6295/31%7EPOWERDI3333-8%7E%7E8.jpg,"DMP6023LFG-7DITR-ND,DMP6023LFG-7DICT-ND,DMP6023LFG-7DIDKR-ND",DMP6023LFG-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 60V 7.7A PWRDI3333-8,"7,098",38.51,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),60 V,7.7A (Ta),"4.5V, 10V","25mOhm @ 5A, 10V",3V @ 250µA,53.1 nC @ 10 V,±20V,2569 pF @ 30 V,-,1W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,POWERDI3333-8,8-PowerVDFN
https://www.aosmd.com/res/datasheets/AO3407A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1006-2-ND,785-1006-1-ND,785-1006-6-ND",AO3407A,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET P-CH 30V 4.3A SOT23-3L,"6,96,543",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,P-Channel,MOSFET (Metal Oxide),30 V,4.3A (Ta),"4.5V, 10V","48mOhm @ 4.3A, 10V",3V @ 250µA,16 nC @ 10 V,±20V,830 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://aosmd.com/sites/default/files/res/datasheets/AO3401A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1001-2-ND,785-1001-1-ND,785-1001-6-ND",AO3401A,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET P-CH 30V 4A SOT23-3L,"5,21,285",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),30 V,4A (Ta),"2.5V, 10V","44mOhm @ 4.3A, 10V",1.3V @ 250µA,12.2 nC @ 4.5 V,±12V,1200 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1133/AO3400A_ds.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1000-2-ND,785-1000-1-ND,785-1000-6-ND",AO3400A,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET N-CH 30V 5.7A SOT23-3L,"3,99,638",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),30 V,5.7A (Ta),"2.5V, 10V","26.5mOhm @ 5.7A, 10V",1.5V @ 250µA,7 nC @ 4.5 V,±12V,630 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://toshiba.semicon-storage.com/info/docget.jsp?did=30384&prodName=SSM3J338R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/SOT-23-3%20Flat%20Leads%20PKG.jpg,"SSM3J338RLFTR-ND,SSM3J338RLFCT-ND,SSM3J338RLFDKR-ND","SSM3J338R,LF",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET P-CH 12V 6A SOT23F,"2,65,308",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVII,Active,P-Channel,MOSFET (Metal Oxide),12 V,6A (Ta),"1.8V, 8V","17.6mOhm @ 6A, 8V",1V @ 1mA,19.5 nC @ 4.5 V,±10V,1400 pF @ 6 V,-,1W (Ta),150°C (TJ),-,-,Surface Mount,SOT-23F,SOT-23-3 Flat Leads
https://www.aosmd.com/sites/default/files/res/datasheets/AO3418.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1012-2-ND,785-1012-1-ND,785-1012-6-ND",AO3418,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET N-CH 30V 3.8A SOT23-3L,"63,078",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),30 V,3.8A (Ta),"2.5V, 10V","60mOhm @ 3.8A, 10V",1.8V @ 250µA,3.2 nC @ 4.5 V,±12V,270 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://www.onsemi.com/download/data-sheet/pdf/nds7002a-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6157/488%7EMKT-ZA03F%7E%7E3.jpg,"2N7000TACT-ND,2N7000TATB-ND",2N7000TA,onsemi,onsemi,MOSFET N-CH 60V 200MA TO92-3,"49,606",39.37,0,1,"Cut Tape (CT),Tape & Box (TB)",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,200mA (Tc),"4.5V, 10V","5Ohm @ 500mA, 10V",3V @ 1mA,-,±20V,50 pF @ 25 V,-,400mW (Ta),-55°C ~ 150°C (TJ),-,-,Through Hole,TO-92-3,"TO-226-3, TO-92-3 (TO-226AA) Formed Leads"
https://www.infineon.com/dgdl/irlml0040pbf.pdf?fileId=5546d462533600a401535664894825e4,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/417_SOT-23-3.jpg,"IRLML0040TRPBFTR-ND,IRLML0040TRPBFCT-ND,IRLML0040TRPBFDKR-ND",IRLML0040TRPBF,Infineon Technologies,Infineon Technologies,MOSFET N-CH 40V 3.6A SOT23,"32,317",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,N-Channel,MOSFET (Metal Oxide),40 V,3.6A (Ta),"4.5V, 10V","56mOhm @ 3.6A, 10V",2.5V @ 25µA,3.9 nC @ 4.5 V,±16V,266 pF @ 25 V,-,1.3W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,Micro3™/SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.onsemi.com/pdf/datasheet/ntk3139p-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E631AA-01%7EM%7E3.jpg,"NTK3139PT1GOSTR-ND,NTK3139PT1GOSCT-ND,NTK3139PT1GOSDKR-ND",NTK3139PT1G,onsemi,onsemi,MOSFET P-CH 20V 660MA SOT723,"29,612",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,660mA (Ta),"1.5V, 4.5V","480mOhm @ 780mA, 4.5V",1.2V @ 250µA,-,±6V,170 pF @ 16 V,-,310mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-723,SOT-723
https://www.aosmd.com/sites/default/files/media/AOSGreenPolicy.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1002-2-ND,785-1002-1-ND,785-1002-6-ND",AO3402,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET N-CH 30V 4A SOT23-3L,"25,694",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),30 V,4A (Ta),"2.5V, 10V","55mOhm @ 4A, 10V",1.4V @ 250µA,4.34 nC @ 4.5 V,±12V,390 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://www.vishay.com/docs/63252/sisa14dn.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5882%7EDN%7E8.jpg,"SISA14DN-T1-GE3TR-ND,SISA14DN-T1-GE3CT-ND,SISA14DN-T1-GE3DKR-ND",SISA14DN-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 30V 20A PPAK1212-8,"15,836",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),30 V,20A (Tc),"4.5V, 10V","5.1mOhm @ 10A, 10V",2.2V @ 250µA,29 nC @ 10 V,"+20V, -16V",1450 pF @ 15 V,-,"3.57W (Ta), 26.5W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,PowerPAK® 1212-8,PowerPAK® 1212-8
https://www.infineon.com/dgdl/irlml5203pbf.pdf?fileId=5546d462533600a40153566868da261d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/417_SOT-23-3.jpg,"IRLML5203TRPBFTR-ND,IRLML5203TRPBFCT-ND,IRLML5203TRPBFDKR-ND",IRLML5203TRPBF,Infineon Technologies,Infineon Technologies,MOSFET P-CH 30V 3A MICRO3/SOT23,"9,711",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,P-Channel,MOSFET (Metal Oxide),30 V,3A (Ta),"4.5V, 10V","98mOhm @ 3A, 10V",2.5V @ 250µA,14 nC @ 10 V,±20V,510 pF @ 25 V,-,1.25W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,Micro3™/SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMP2018LFK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/31%7EU-DFN2523-6%7E%7E6.jpg,"DMP2018LFK-7DITR-ND,DMP2018LFK-7DICT-ND,DMP2018LFK-7DIDKR-ND",DMP2018LFK-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 9.2A 6UDFN,"3,934",39.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,9.2A (Ta),"1.5V, 4.5V","16mOhm @ 3.6A, 4.5V",1.2V @ 200µA,113 nC @ 10 V,±12V,4748 pF @ 10 V,-,1W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,U-DFN2523-6,6-PowerUDFN
https://www.aosmd.com/res/data_sheets/AOSS32136C.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-AOSS32136CTR-ND,785-AOSS32136CCT-ND,785-AOSS32136CDKR-ND",AOSS32136C,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET N-CH 20V 6.5A SOT23-3,"1,80,859",40.22,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,6.5A (Ta),"2.5V, 4.5V","20mOhm @ 6.5A, 4.5V",1.25V @ 250µA,14 nC @ 4.5 V,±12V,660 pF @ 10 V,-,1.3W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://assets.nexperia.com/documents/data-sheet/PMN30XP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/330/MFG_PMN20ENAX.jpg,"1727-2699-2-ND,1727-2699-1-ND,1727-2699-6-ND",PMN30XPX,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET P-CH 20V 5.2A 6TSOP,"1,26,437",40.22,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,5.2A (Ta),"1.5V, 4.5V","34mOhm @ 5.2A, 4.5V",900mV @ 250µA,23 nC @ 4.5 V,±12V,1575 pF @ 10 V,-,"550mW (Ta), 6.25W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,6-TSOP,"SC-74, SOT-457"
https://www.vishay.com/docs/67030/si2318cds.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"SI2318CDS-T1-GE3TR-ND,SI2318CDS-T1-GE3CT-ND,SI2318CDS-T1-GE3DKR-ND",SI2318CDS-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 40V 5.6A SOT23-3,"52,930",40.22,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),40 V,5.6A (Tc),"4.5V, 10V","42mOhm @ 4.3A, 10V",2.5V @ 250µA,9 nC @ 10 V,±20V,340 pF @ 20 V,-,"1.25W (Ta), 2.1W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=6640&prodName=SSM3J133TU,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/264%7E2-2U1A%7E%7E3.jpg,"SSM3J133TULFTR-ND,SSM3J133TULFCT-ND,SSM3J133TULFDKR-ND","SSM3J133TU,LF",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET P-CH 20V 5.5A UFM,"35,454",40.22,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVI,Active,P-Channel,MOSFET (Metal Oxide),20 V,5.5A (Ta),"1.5V, 4.5V","29.8mOhm @ 3A, 4.5V",1V @ 1mA,12.8 nC @ 4.5 V,±8V,840 pF @ 10 V,-,500mW (Ta),150°C (TJ),-,-,Surface Mount,UFM,"3-SMD, Flat Leads"
https://www.infineon.com/dgdl/irlml0100pbf.pdf?fileId=5546d462533600a4015356649d9225e8,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/417_SOT-23-3.jpg,"IRLML0100TRPBFTR-ND,IRLML0100TRPBFCT-ND,IRLML0100TRPBFDKR-ND",IRLML0100TRPBF,Infineon Technologies,Infineon Technologies,MOSFET N-CH 100V 1.6A SOT23,"18,162",40.22,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,N-Channel,MOSFET (Metal Oxide),100 V,1.6A (Ta),"4.5V, 10V","220mOhm @ 1.6A, 10V",2.5V @ 25µA,2.5 nC @ 4.5 V,±16V,290 pF @ 25 V,-,1.3W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,Micro3™/SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMN3023L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMN3023L-7DITR-ND,DMN3023L-7DICT-ND,DMN3023L-7DIDKR-ND",DMN3023L-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 30V 6.2A SOT23,"1,62,973",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,6.2A (Ta),"2.5V, 10V","25mOhm @ 4A, 10V",1.8V @ 250µA,18.4 nC @ 10 V,±20V,873 pF @ 15 V,-,900mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4848/DS_785_AO3415A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00001%7E%7E3.jpg,"785-1193-2-ND,785-1193-1-ND,785-1193-6-ND",AO3415A,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET P-CH 20V 5A SOT23-3L,"97,674",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,P-Channel,MOSFET (Metal Oxide),20 V,5A (Ta),"1.5V, 4.5V","45mOhm @ 4A, 4.5V",900mV @ 250µA,11 nC @ 4.5 V,±8V,940 pF @ 10 V,-,1.5W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"3-SMD, SOT-23-3 Variant"
https://services.taiwansemi.com/storage/resources/datasheet/TSM210N02CX_B1811.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2104/MFG_TO-236-3%2C-SC-59%2C-SOT-23-3.jpg,"TSM210N02CXRFGTR-ND,TSM210N02CXRFGCT-ND,TSM210N02CXRFGDKR-ND",TSM210N02CX RFG,Taiwan Semiconductor Corporation,Taiwan Semiconductor Corporation,MOSFET N-CHANNEL 20V 6.7A SOT23,"79,199",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,6.7A (Tc),"1.8V, 4.5V","25mOhm @ 4A, 4.5V",800mV @ 250µA,4 nC @ 4.5 V,±10V,600 pF @ 10 V,-,1.56W (Tc),150°C (TJ),-,-,Surface Mount,SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=36685&prodName=SSM3K361R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/SOT-23-3%20Flat%20Leads%20PKG.jpg,"SSM3K361RLFTR-ND,SSM3K361RLFCT-ND,SSM3K361RLFDKR-ND","SSM3K361R,LF",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 100V 3.5A SOT-23F,"38,080",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVIII-H,Active,N-Channel,MOSFET (Metal Oxide),100 V,3.5A (Ta),"4.5V, 10V","69mOhm @ 2A, 10V",2.5V @ 100µA,3.2 nC @ 4.5 V,±20V,430 pF @ 15 V,-,1.2W (Ta),175°C,-,-,Surface Mount,SOT-23F,SOT-23-3 Flat Leads
https://www.infineon.com/dgdl/irlml2502pbf.pdf?fileId=5546d462533600a401535668048e2606,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/417_SOT-23-3.jpg,"IRLML2502TRPBFTR-ND,IRLML2502TRPBFCT-ND,IRLML2502TRPBFDKR-ND",IRLML2502TRPBF,Infineon Technologies,Infineon Technologies,MOSFET N-CH 20V 4.2A SOT23,"23,776",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,N-Channel,MOSFET (Metal Oxide),20 V,4.2A (Ta),"2.5V, 4.5V","45mOhm @ 4.2A, 4.5V",1.2V @ 250µA,12 nC @ 5 V,±12V,740 pF @ 15 V,-,1.25W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,Micro3™/SOT-23,"TO-236-3, SC-59, SOT-23-3"
https://www.infineon.com/dgdl/IPx50R3K0CE_2_0.pdf?folderId=db3a3043163797a6011637d4bae7003b&fileId=db3a304339dcf4b10139e7e9ff592ce4,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6167/448%7EPPG-TO252-3%7E%7E2.jpg,"IPD50R3K0CEAUMA1TR-ND,IPD50R3K0CEAUMA1CT-ND,IPD50R3K0CEAUMA1DKR-ND",IPD50R3K0CEAUMA1,Infineon Technologies,Infineon Technologies,MOSFET N-CH 500V 1.7A TO252-3,"14,194",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",CoolMOS™ CE,Active,N-Channel,MOSFET (Metal Oxide),500 V,1.7A (Tc),13V,"3Ohm @ 400mA, 13V",3.5V @ 30µA,4.3 nC @ 10 V,±20V,84 pF @ 100 V,-,26W (Tc),-55°C ~ 150°C (TJ),-,-,Surface Mount,PG-TO252-3,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
https://www.vishay.com/docs/75570/sq1464eeh.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5550%7EH%2CL%7E6.jpg,"SQ1464EEH-T1_GE3TR-ND,SQ1464EEH-T1_GE3CT-ND,SQ1464EEH-T1_GE3DKR-ND",SQ1464EEH-T1_GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 60V 440MA SC70-6,"10,613",41.08,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),60 V,440mA (Tc),1.5V,"1.41Ohm @ 2A, 1.5V",1V @ 250µA,4.1 nC @ 4.5 V,±8V,140 pF @ 25 V,-,430mW (Tc),-55°C ~ 175°C (TJ),Automotive,AEC-Q101,Surface Mount,SC-70-6,"6-TSSOP, SC-88, SOT-363"
