Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,FET Type,Technology,Drain to Source Voltage (Vdss),Current - Continuous Drain (Id) @ 25°C,"Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs",Vgs(th) (Max) @ Id,Gate Charge (Qg) (Max) @ Vgs,Vgs (Max),Input Capacitance (Ciss) (Max) @ Vds,FET Feature,Power Dissipation (Max),Operating Temperature,Grade,Qualification,Mounting Type,Supplier Device Package,Package /Case
https://assets.nexperia.com/documents/data-sheet/2N7002BK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-4789-2-ND,1727-4789-1-ND,1727-4789-6-ND","2N7002BK,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 350MA TO236AB,"4,79,873",8.56,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,350mA (Ta),10V,"1.6Ohm @ 500mA, 10V",2.1V @ 250µA,0.6 nC @ 4.5 V,±20V,50 pF @ 10 V,-,370mW (Ta),150°C (TJ),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BSS138P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-1142-2-ND,1727-1142-1-ND,1727-1142-6-ND","BSS138P,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 360MA TO236AB,"5,88,978",11.13,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,360mA (Ta),10V,"1.6Ohm @ 300mA, 10V",1.5V @ 250µA,0.8 nC @ 4.5 V,±20V,50 pF @ 10 V,-,"350mW (Ta), 1.14W (Tc)",-55°C ~ 150°C (TA),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/2N7002NXAK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-8643-2-ND,1727-8643-1-ND,1727-8643-6-ND",2N7002NXAKR,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 190MA TO236AB,"2,62,632",11.13,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,"190mA (Ta), 300mA (Tc)","5V, 10V","4.5Ohm @ 100mA, 10V",2.1V @ 250µA,0.43 nC @ 4.5 V,±20V,20 pF @ 10 V,-,"265mW (Ta), 1.33W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=29712&prodName=T2N7002AK,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/264_SOT-23-3%20PKG.jpg,"T2N7002AKLMTR-ND,T2N7002AKLMCT-ND,T2N7002AKLMDKR-ND","T2N7002AK,LM",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 60V 200MA SOT23,"2,47,560",11.13,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVII-H,Active,N-Channel,MOSFET (Metal Oxide),60 V,200mA (Ta),"4.5V, 10V","3.9Ohm @ 100mA, 10V",2.1V @ 250µA,0.35 nC @ 4.5 V,±20V,17 pF @ 10 V,-,320mW (Ta),150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=30376&prodName=T2N7002BK,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/SOT-23-3%20PKG.jpg,"T2N7002BKLMTR-ND,T2N7002BKLMCT-ND,T2N7002BKLMDKR-ND","T2N7002BK,LM",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 60V 400MA SOT23-3,"2,708",11.98,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVII-H,Active,N-Channel,MOSFET (Metal Oxide),60 V,400mA (Ta),"4.5V, 10V","1.5Ohm @ 100mA, 10V",2.1V @ 250µA,0.6 nC @ 4.5 V,±20V,40 pF @ 10 V,-,320mW (Ta),150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/2N7002K.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"2N7002K-7DITR-ND,2N7002K-7DICT-ND,2N7002K-7DIDKR-ND",2N7002K-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 380MA SOT23-3,"4,18,614",12.84,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,380mA (Ta),"5V, 10V","2Ohm @ 500mA, 10V",2.5V @ 1mA,0.3 nC @ 4.5 V,±20V,50 pF @ 25 V,-,370mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds11303.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"2N7002-FDITR-ND,2N7002-FDICT-ND,2N7002-FDIDKR-ND",2N7002-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 115MA SOT23-3,"10,89,826",13.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,115mA (Ta),"5V, 10V","7.5Ohm @ 50mA, 5V",2.5V @ 250µA,-,±20V,50 pF @ 25 V,-,370mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/2N7002P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-4692-2-ND,1727-4692-1-ND,1727-4692-6-ND","2N7002P,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 360MA TO236AB,"5,85,145",13.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),60 V,360mA (Ta),10V,"1.6Ohm @ 500mA, 10V",2.4V @ 250µA,0.8 nC @ 4.5 V,±20V,50 pF @ 10 V,-,350mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/BSS138.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"BSS138-FDITR-ND,BSS138-FDICT-ND,BSS138-FDIDKR-ND",BSS138-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 50V 200MA SOT23-3,"3,69,715",13.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,200mA (Ta),10V,"3.5Ohm @ 220mA, 10V",1.5V @ 250µA,-,±20V,50 pF @ 10 V,-,300mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/BSS84Q.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"31-BSS84Q-13-FTR-ND,31-BSS84Q-13-FCT-ND,31-BSS84Q-13-FDKR-ND",BSS84Q-13-F,Diodes Incorporated,Diodes Incorporated,BSS FAMILY SOT23 T&R 10K,"27,641",13.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),50 V,130mA (Ta),5V,"10Ohm @ 100mA, 5V",2V @ 1mA,0.59 nC @ 10 V,±20V,45 pF @ 25 V,-,300mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds31784.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5734/31%7ESOT523%7E%7E3.jpg,"DMG1013T-7DITR-ND,DMG1013T-7DICT-ND,DMG1013T-7DIDKR-ND",DMG1013T-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 460MA SOT523,"2,12,923",15.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,460mA (Ta),"1.8V, 4.5V","700mOhm @ 350mA, 4.5V",1V @ 250µA,0.622 nC @ 4.5 V,±6V,59.76 pF @ 16 V,-,270mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-523,SOT-523
https://www.onsemi.com/pdf/datasheet/2n7002e-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"2N7002ET1GOSTR-ND,2N7002ET1GOSCT-ND,2N7002ET1GOSDKR-ND",2N7002ET1G,onsemi,onsemi,MOSFET N-CH 60V 260MA SOT23-3,"1,60,667",15.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,260mA (Ta),"4.5V, 10V","2.5Ohm @ 240mA, 10V",2.5V @ 250µA,0.81 nC @ 5 V,±20V,26.7 pF @ 25 V,-,300mW (Tj),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/2N7002W.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"2N7002W-FDITR-ND,2N7002W-FDICT-ND,2N7002W-FDIDKR-ND",2N7002W-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 115MA SOT323,"89,931",15.4,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,115mA (Ta),"5V, 10V","7.5Ohm @ 50mA, 5V",2V @ 250µA,-,±20V,50 pF @ 25 V,-,200mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/ds30366.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"BSS123-FDITR-ND,BSS123-FDICT-ND,BSS123-FDIDKR-ND",BSS123-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 100V 170MA SOT23-3,"2,04,023",16.26,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,170mA (Ta),10V,"6Ohm @ 170mA, 10V",2V @ 1mA,-,±20V,60 pF @ 25 V,-,300mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=35719&prodName=SSM3K72KCT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2590/SC-101%2C%20SOT-883.jpg,"SSM3K72KCTL3FTR-ND,SSM3K72KCTL3FCT-ND,SSM3K72KCTL3FDKR-ND","SSM3K72KCT,L3F",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 60V 400MA CST3,"1,44,765",16.26,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVII-H,Active,N-Channel,MOSFET (Metal Oxide),60 V,400mA (Ta),"4.5V, 10V","1.5Ohm @ 100mA, 10V",2.1V @ 250µA,0.6 nC @ 4.5 V,±20V,40 pF @ 10 V,-,500mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,CST3,"SC-101, SOT-883"
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/mosfet/re1c002untcl-e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6336/846%7EEMT3F%7EEB%7E3.jpg,"RE1C002UNTCLTR-ND,RE1C002UNTCLCT-ND,RE1C002UNTCLDKR-ND",RE1C002UNTCL,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 20V 200MA EMT3F,"5,55,694",17.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,200mA (Ta),"1.2V, 2.5V","1.2Ohm @ 100mA, 2.5V",1V @ 1mA,-,±8V,25 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,EMT3F (SOT-416FL),"SC-89, SOT-490"
https://assets.nexperia.com/documents/data-sheet/BSS84AK.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-1144-2-ND,1727-1144-1-ND,1727-1144-6-ND","BSS84AK,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET P-CH 50V 180MA TO236AB,"4,26,407",17.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,P-Channel,MOSFET (Metal Oxide),50 V,180mA (Ta),10V,"7.5Ohm @ 100mA, 10V",2.1V @ 250µA,0.35 nC @ 5 V,±20V,36 pF @ 25 V,-,"350mW (Ta), 1.14W (Tc)",-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/BSS138W.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"BSS138W-FDITR-ND,BSS138W-FDICT-ND,BSS138W-FDIDKR-ND",BSS138W-7-F,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 50V 200MA SOT323,"3,06,589",17.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,200mA (Ta),10V,"3.5Ohm @ 220mA, 10V",1.5V @ 250µA,-,±20V,50 pF @ 10 V,-,200mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/DMN63D8L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMN63D8L-7DITR-ND,DMN63D8L-7DICT-ND,DMN63D8L-7DIDKR-ND",DMN63D8L-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 30V 350MA SOT23,"2,19,873",17.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,350mA (Ta),"2.5V, 10V","2.8Ohm @ 250mA, 10V",1.5V @ 250µA,0.9 nC @ 10 V,±20V,23.2 pF @ 25 V,-,350mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMN53D0LW.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4905/31%7ESOT323%7E%7E3.JPG,"DMN53D0LW-7DITR-ND,DMN53D0LW-7DICT-ND,DMN53D0LW-7DIDKR-ND",DMN53D0LW-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 50V 360MA SOT323,"33,247",17.12,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,360mA (Ta),"5V, 10V","2Ohm @ 270mA, 10V",1.5V @ 100µA,1.2 nC @ 10 V,±20V,45.8 pF @ 25 V,-,320mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.diodes.com/assets/Datasheets/DMG1012T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5734/31%7ESOT523%7E%7E3.jpg,"DMG1012T-7DITR-ND,DMG1012T-7DICT-ND,DMG1012T-7DIDKR-ND",DMG1012T-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 630MA SOT-523,"4,72,524",17.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,630mA (Ta),"1.8V, 4.5V","400mOhm @ 600mA, 4.5V",1V @ 250µA,0.74 nC @ 4.5 V,±6V,60.67 pF @ 16 V,-,280mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-523,SOT-523
https://www.infineon.com/dgdl/Infineon-BSS84P-DS-v02_07-en.pdf?fileId=db3a304330f68606013118ac7a9b4549,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6191/448%7EPPG-SOT23%7E%7E3.jpg,"BSS84PH6327XTSA2TR-ND,BSS84PH6327XTSA2CT-ND,BSS84PH6327XTSA2DKR-ND",BSS84PH6327XTSA2,Infineon Technologies,Infineon Technologies,MOSFET P-CH 60V 170MA SOT23-3,"2,91,566",17.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SIPMOS®,Active,P-Channel,MOSFET (Metal Oxide),60 V,170mA (Ta),"4.5V, 10V","8Ohm @ 170mA, 10V",2V @ 20µA,1.5 nC @ 10 V,±20V,19 pF @ 25 V,-,360mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,PG-SOT23,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMN6140L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMN6140L-13DITR-ND,DMN6140L-13DICT-ND,DMN6140L-13DIDKR-ND",DMN6140L-13,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 1.6A SOT23,"1,81,213",17.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,1.6A (Ta),"4.5V, 10V","140mOhm @ 1.8A, 10V",3V @ 250µA,8.6 nC @ 10 V,±20V,315 pF @ 40 V,-,700mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMG2305UX.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DMG2305UX-7DITR-ND,DMG2305UX-7DICT-ND,DMG2305UX-7DIDKR-ND",DMG2305UX-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 20V 4.2A SOT23,"1,72,726",17.97,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),20 V,4.2A (Ta),"1.8V, 4.5V","52mOhm @ 4.2A, 4.5V",900mV @ 250µA,10.2 nC @ 4.5 V,±8V,808 pF @ 15 V,-,1.4W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.rohm.com/datasheet?p=RU1J002YN&dist=Digi-key&media=referral&source=digi-key.com&campaign=Digi-key,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/846%7EUMT3F%7EUB%7E3.jpg,"RU1J002YNTCLTR-ND,RU1J002YNTCLCT-ND,RU1J002YNTCLDKR-ND",RU1J002YNTCL,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 50V 200MA UMT3F,"2,56,921",18.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,200mA (Ta),"0.9V, 4.5V","2.2Ohm @ 200mA, 4.5V",800mV @ 1mA,-,±8V,26 pF @ 10 V,-,150mW (Ta),150°C (TJ),-,-,Surface Mount,UMT3F,SC-85
https://www.infineon.com/dgdl/Infineon-2N7002-DS-v02_04-en.pdf?fileId=db3a304319bc939a0119c2a9461e79e6,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6191/448%7EPPG-SOT23%7E%7E3.jpg,"2N7002H6327XTSA2TR-ND,2N7002H6327XTSA2CT-ND,2N7002H6327XTSA2DKR-ND",2N7002H6327XTSA2,Infineon Technologies,Infineon Technologies,MOSFET N-CH 60V 300MA SOT23-3,"1,31,219",18.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",OptiMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,300mA (Ta),"4.5V, 10V","3Ohm @ 500mA, 10V",2.5V @ 250µA,0.6 nC @ 10 V,±20V,20 pF @ 25 V,-,500mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,PG-SOT23,"TO-236-3, SC-59, SOT-23-3"
https://www.onsemi.com/pdf/datasheet/bss138lt1-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"BSS138LT3GOSTR-ND,BSS138LT3GOSCT-ND,BSS138LT3GOSDKR-ND",BSS138LT3G,onsemi,onsemi,MOSFET N-CH 50V 200MA SOT23-3,"85,190",18.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),50 V,200mA (Ta),5V,"3.5Ohm @ 200mA, 5V",1.5V @ 1mA,-,±20V,50 pF @ 25 V,-,225mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/DMG2302UKQ.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"31-DMG2302UKQ-7TR-ND,31-DMG2302UKQ-7CT-ND,31-DMG2302UKQ-7DKR-ND",DMG2302UKQ-7,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 20V 2.8A SOT23 T&R 3,"5,13,146",19.68,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,2.8A (Ta),"2.5V, 4.5V","90mOhm @ 3.6A, 4.5V",1V @ 250µA,2.8 nC @ 10 V,±12V,130 pF @ 10 V,-,660mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/2N7002.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT23-3%7E%7E3.jpg,"1727-2764-2-ND,1727-2764-1-ND,1727-2764-6-ND","2N7002,215",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 300MA TO236AB,"3,08,106",19.68,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,300mA (Tc),10V,"5Ohm @ 500mA, 10V",2.5V @ 250µA,-,±30V,50 pF @ 10 V,-,830mW (Ta),-65°C ~ 150°C (TJ),-,-,Surface Mount,TO-236AB,"TO-236-3, SC-59, SOT-23-3"
https://www.infineon.com/dgdl/Infineon-BSS138N-DS-v02_86-en.pdf?fileId=db3a304330f68606013104d944d53efb,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6191/448%7EPPG-SOT23%7E%7E3.jpg,"BSS138NH6327XTSA2TR-ND,BSS138NH6327XTSA2CT-ND,BSS138NH6327XTSA2DKR-ND",BSS138NH6327XTSA2,Infineon Technologies,Infineon Technologies,MOSFET N-CH 60V 230MA SOT23-3,"1,64,285",19.68,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SIPMOS®,Active,N-Channel,MOSFET (Metal Oxide),60 V,230mA (Ta),"4.5V, 10V","3.5Ohm @ 230mA, 10V",1.4V @ 26µA,1.4 nC @ 10 V,±20V,41 pF @ 25 V,-,360mW (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,PG-SOT23,"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BSS138PW.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3192/1727%7ESOT323%7E%7E3.JPG,"1727-1143-2-ND,1727-1143-1-ND,1727-1143-6-ND","BSS138PW,115",Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 60V 320MA SOT323,"6,99,886",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),60 V,320mA (Ta),10V,"1.6Ohm @ 300mA, 10V",1.5V @ 250µA,0.8 nC @ 4.5 V,±20V,50 pF @ 10 V,-,"260mW (Ta), 830mW (Tc)",-55°C ~ 150°C (TA),Automotive,AEC-Q101,Surface Mount,SOT-323,"SC-70, SOT-323"
https://www.vishay.com/docs/71333/2n7002k.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"742-2N7002K-T1-E3TR-ND,742-2N7002K-T1-E3CT-ND,742-2N7002K-T1-E3DKR-ND",2N7002K-T1-E3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 60V 300MA SOT23-3,"3,41,774",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),60 V,300mA (Ta),"4.5V, 10V","2Ohm @ 500mA, 10V",2.5V @ 250µA,0.6 nC @ 4.5 V,±20V,30 pF @ 25 V,-,350mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.onsemi.com/pdf/datasheet/ntr5105p-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E318-08%7EET%2CL%2CLT%2CSF%2CSN%7E3.jpg,"NTR5105PT1GOSTR-ND,NTR5105PT1GOSCT-ND,NTR5105PT1GOSDKR-ND",NTR5105PT1G,onsemi,onsemi,MOSFET P-CH 60V 196MA SOT23-3,"2,64,936",20.54,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),60 V,196mA (Ta),"4.5V, 10V","5Ohm @ 100mA, 10V",3V @ 250µA,1 nC @ 5 V,±20V,30.3 pF @ 25 V,-,347mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
